"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pagename","Input.post_id","Input.comment_id","Input.comment","Answer.Answer","Answer.Language","Approve","Reject"
"37OPIVELUUNXPY95991NNUKTIU6HAE","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","32EYX73OY1TXGLY01LZ9QJTE3MBRUA","AFKZZEURTCR8U","Submitted","Thu Oct 05 07:56:42 PDT 2017","Thu Oct 05 07:58:25 PDT 2017","Sun Oct 08 07:58:25 PDT 2017","","","","103","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_1918822368335276","Yes please do!! I'd love to see you!","answer_5","nytimes|5281959998_1918601078357405|1918601078357405_1918822368335276"
"37OPIVELUUNXPY95991NNUKTIU6HAE","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","3HFNH7HEMIYEZ2I541LSHEIIYSUGQY","A9K0CV70JWG1W","Submitted","Thu Oct 05 07:55:05 PDT 2017","Thu Oct 05 07:55:48 PDT 2017","Sun Oct 08 07:55:48 PDT 2017","","","","43","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_1918822368335276","Yes please do!! I'd love to see you!","answer_5","nytimes|5281959998_1918601078357405|1918601078357405_1918822368335276"
"37OPIVELUUNXPY95991NNUKTIU6HAE","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","3SB4CE2TJWFXY86E4FOAF038X04XA0","A273DS7TQWR9M1","Submitted","Thu Oct 05 07:56:01 PDT 2017","Thu Oct 05 07:59:44 PDT 2017","Sun Oct 08 07:59:44 PDT 2017","","","","223","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_1918822368335276","Yes please do!! I'd love to see you!","answer_5","nytimes|5281959998_1918601078357405|1918601078357405_1918822368335276"
"3WPCIUYH1ASLSE3CTD9EREVNERYTD2","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","33C7UALJVMIBPJS60OJPO0TC2XQ189","A2CK0OXMPOR9LE","Submitted","Thu Oct 05 07:55:23 PDT 2017","Thu Oct 05 07:56:49 PDT 2017","Sun Oct 08 07:56:49 PDT 2017","","","","86","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918141541736692","1918141541736692_1918315585052621","You are uneducated.  Earthquakes and eclipse has nothing to do with climate change.   And prayer NEVER works, because all you do is making wishes to a stupid VOID.","answer_1","nytimes|5281959998_1918141541736692|1918141541736692_1918315585052621"
"3WPCIUYH1ASLSE3CTD9EREVNERYTD2","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","39PAAFCODNKA9F0SA0E9MKWF5EHTVE","A3AO2N7BNFDGF3","Submitted","Thu Oct 05 07:55:31 PDT 2017","Thu Oct 05 07:55:39 PDT 2017","Sun Oct 08 07:55:39 PDT 2017","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918141541736692","1918141541736692_1918315585052621","You are uneducated.  Earthquakes and eclipse has nothing to do with climate change.   And prayer NEVER works, because all you do is making wishes to a stupid VOID.","answer_1","nytimes|5281959998_1918141541736692|1918141541736692_1918315585052621"
"3WPCIUYH1ASLSE3CTD9EREVNERYTD2","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","3MMN5BL1W0OMKB8PHT7RHB94KMSM39","A9K0CV70JWG1W","Submitted","Thu Oct 05 07:55:18 PDT 2017","Thu Oct 05 07:57:46 PDT 2017","Sun Oct 08 07:57:46 PDT 2017","","","","148","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918141541736692","1918141541736692_1918315585052621","You are uneducated.  Earthquakes and eclipse has nothing to do with climate change.   And prayer NEVER works, because all you do is making wishes to a stupid VOID.","answer_1","nytimes|5281959998_1918141541736692|1918141541736692_1918315585052621"
"374UMBUHN59BNMXYTHE378D5TRMTC2","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","31Q0U3WYDQZ7P5NNQJRJA0XHRDK71S","A2CK0OXMPOR9LE","Submitted","Thu Oct 05 07:56:01 PDT 2017","Thu Oct 05 07:58:48 PDT 2017","Sun Oct 08 07:58:48 PDT 2017","","","","167","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151316451979999","10151316451979999_10151316817934999","Off in tangents on the comment shere","answer_5","nytimes|5281959998_10151316451979999|10151316451979999_10151316817934999"
"374UMBUHN59BNMXYTHE378D5TRMTC2","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","3KGTPGBS6Y5GC1HFMVK8PBL6RUVU2Y","A1EQ2HDHF2WWSY","Submitted","Thu Oct 05 07:55:39 PDT 2017","Thu Oct 05 07:55:56 PDT 2017","Sun Oct 08 07:55:56 PDT 2017","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151316451979999","10151316451979999_10151316817934999","Off in tangents on the comment shere","answer_1","nytimes|5281959998_10151316451979999|10151316451979999_10151316817934999"
"374UMBUHN59BNMXYTHE378D5TRMTC2","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","3X4MXAO0BH8A8PN5WLEA87EBO2MWRE","A177EXELDLWTWV","Submitted","Thu Oct 05 07:55:50 PDT 2017","Thu Oct 05 07:55:55 PDT 2017","Sun Oct 08 07:55:55 PDT 2017","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151316451979999","10151316451979999_10151316817934999","Off in tangents on the comment shere","answer_5","nytimes|5281959998_10151316451979999|10151316451979999_10151316817934999"
"334ZEL5JX6ZBHBHMUMI4S3B0GMROS5","37D36GBQB0CV5R3ZBYZW2750XTFZRX","Personal Attacks In Facebook Comments","Please read the given comments from NY Times Facebook posts and label them if you feel they are a personal attack towards someone.","news discussions, facebook comments, classification","$0.10","Thu Oct 05 07:54:05 PDT 2017","3","BatchId:2961349;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 07:54:05 PDT 2017","","","36TFCYNS45UC8VESALY2WMQCAVUXHB","A273DS7TQWR9M1","Submitted","Thu Oct 05 07:56:02 PDT 2017","Thu Oct 05 07:59:54 PDT 2017","Sun Oct 08 07:59:54 PDT 2017","","","","232","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151308484864999","10151308484864999_10151308622299999","You're better off going directly to Apple. They have a 24 month payment plan with 0 interest. At the end of 12 months you can trade up if you so desire. 
Your cellular company wants you to buy through them for $250 so they can lock you into another 2 year contract. Buy the phone from Apple and go month-to- month with your provider. And -Add apple care instead of cell company insurance. Much better deal all the way around.","answer_5","nytimes|5281959998_10151308484864999|10151308484864999_10151308622299999"
